Input,Output
"""Create a program to find the number of islands in a 2D grid, where '1' represents land and '0' represents water.""",
"""Implement a function to check if a given string is a valid expression with balanced parentheses, brackets, curly braces, and quotes.""","""کسی فنکشن کو اس بات کی جانچ پڑتال کریں کہ آیا دیئے گئے تار متوازن قوسین ، بریکٹ ، گھوبگھرالی منحنی خطوط وحدانی اور قیمت درج کرنے کے ساتھ ایک درست اظہار ہے یا نہیں۔"""
Write a Python class representing a stack and implement methods to find the minimum element in constant time and retrieve the maximum element in logarithmic time.,
Create a program to find the median of two sorted arrays of different sizes.,مختلف سائز کی دو ترتیب شدہ صفوں کے درمیانی حصے کو تلاش کرنے کے لئے ایک پروگرام بنائیں۔
Implement a function to check if a given number is a narcissistic number.,کسی فنکشن کو اس بات کی جانچ پڑتال کے لئے نافذ کریں کہ آیا کوئی دیئے گئے نمبر ایک نرگسسٹک نمبر ہے۔
"""Write a program to find the number of paths from the top-left corner to the bottom-right corner of a grid, moving only right, down, or diagonally.""","""ایک پروگرام لکھیں تاکہ اوپر کے بائیں کونے سے گرڈ کے نیچے دائیں کونے تک کے راستوں کی تعداد تلاش کی جاسکے ، صرف دائیں ، نیچے یا اخترن میں منتقل ہو۔"""
Create a Python class representing a circular doubly linked list and implement a method to delete a node at a given position.,ایک ازگر کلاس بنائیں جس میں سرکلر دوگنا منسلک فہرست کی نمائندگی کی جائے اور کسی مخصوص پوزیشن پر نوڈ کو حذف کرنے کے لئے ایک طریقہ نافذ کریں۔
Implement a function to sort a list of integers using the quicksort algorithm.,کوئکسورٹ الگورتھم کا استعمال کرتے ہوئے عددیوں کی فہرست کو ترتیب دینے کے لئے کسی فنکشن کو نافذ کریں۔
"""Write a program to find the maximum difference between two elements in a given list, with the second element appearing after the first, and the first element being smaller.""","""کسی دی گئی فہرست میں دو عناصر کے مابین زیادہ سے زیادہ فرق تلاش کرنے کے لئے ایک پروگرام لکھیں ، دوسرا عنصر پہلے کے بعد ظاہر ہوتا ہے ، اور پہلا عنصر چھوٹا ہوتا ہے۔"""
Create a program to find the largest sum of a non-empty subarray with a given target sum in a list of integers.,عدد کی فہرست میں دیئے گئے ہدف کے ساتھ کسی خالی خالی سبری کی سب سے بڑی رقم تلاش کرنے کے لئے ایک پروگرام بنائیں۔
"""Implement a function to check if a given string is a valid expression with balanced parentheses, brackets, curly braces, quotes, and angle brackets.""","""کسی فنکشن کو اس بات کی جانچ پڑتال کریں کہ آیا دیئے گئے تار متوازن قوسین ، بریکٹ ، گھوبگھرالی منحنی خطوط و قیمت ، اور زاویہ بریکٹ کے ساتھ ایک درست اظہار ہے یا نہیں۔"""
"""Write a Python class representing a hash map using separate chaining for collision resolution and implement methods to insert, retrieve, and remove key-value pairs.""",
Create a program to find the length of the longest palindromic substring in a given string.,کسی دیئے گئے تار میں لمبے لمبے لمبے لمبے لمبے لمبے لمبے لمبے لمبے لمبے لمبے لمبے لمبے حصے تلاش کرنے کے لئے ایک پروگرام بنائیں۔
Implement a function to check if a given number is a perfect square using binary search.,یہ چیک کرنے کے لئے کسی فنکشن کو نافذ کریں کہ آیا بائنری سرچ کا استعمال کرتے ہوئے دیئے گئے نمبر ایک بہترین مربع ہے یا نہیں۔
"""Write a program to find the maximum sum path in a binary tree, where the path can start and end at any node.""","""بائنری درخت میں زیادہ سے زیادہ رقم تلاش کرنے کے لئے ایک پروگرام لکھیں ، جہاں کسی بھی نوڈ پر راستہ شروع اور ختم ہوسکتا ہے۔"""
Create a Python class representing a directed weighted graph and implement methods to find the shortest path using Dijkstra's algorithm.,ڈائریکٹرا کے الگورتھم کا استعمال کرتے ہوئے مختصر ترین راستہ تلاش کرنے کے لئے ہدایت والے وزن والے گراف کی نمائندگی کرنے والے ایک ازگر کلاس بنائیں اور طریقوں کو نافذ کریں۔
"""Implement a function to check if a given string is a valid expression with balanced parentheses, brackets, curly braces, quotes, angle brackets, and slashes.""",
Write a program to find the maximum length of a subarray with equal number of 0s and 1s in a given binary array.,کسی بائنری صف میں 0s اور 1s کی برابر تعداد کے ساتھ سبری کی زیادہ سے زیادہ لمبائی تلاش کرنے کے لئے ایک پروگرام لکھیں۔
Create a program to find the maximum sum of a non-empty subarray with a given target sum in a list of positive integers.,مثبت عدد کی فہرست میں دیئے گئے ہدف کے ساتھ کسی بھی خالی سبری کی زیادہ سے زیادہ رقم تلاش کرنے کے لئے ایک پروگرام بنائیں۔
Implement a function to find the minimum number of characters to be added to a string to make it a palindrome.,ایک فنکشن کو نافذ کریں تاکہ کم سے کم حرفوں کی کم سے کم تعداد کو تلاش کیا جاسکے تاکہ اس کو ایک پیلنڈرووم بنایا جاسکے۔
Write a Python class representing a binary trie and implement methods to insert and search for binary numbers.,بائنری ٹری کی نمائندگی کرنے والی ایک ازگر کلاس لکھیں اور بائنری نمبر داخل کرنے اور تلاش کرنے کے لئے طریقوں کو نافذ کریں۔
Create a program to find the longest common prefix among a list of strings.,تار کی فہرست میں سب سے طویل عام پریفکس تلاش کرنے کے لئے ایک پروگرام بنائیں۔
Implement a function to check if a given number is a palindrome in binary representation.,یہ چیک کرنے کے لئے کسی فنکشن کو نافذ کریں کہ آیا بائنری نمائندگی میں دیئے گئے نمبر ایک پالندرووم ہے۔
Write a program to find the longest increasing subarray with equal number of 0s and 1s in a given binary array.,
Create a Python class representing a circular queue and implement a method to rotate the queue by a given number of positions.,سرکلر قطار کی نمائندگی کرنے والی ایک ازگر کلاس بنائیں اور کسی مخصوص پوزیشنوں کے ذریعہ قطار کو گھومنے کے لئے ایک طریقہ کو نافذ کریں۔
Implement a function to find the maximum sum subarray in a given circular array.,دیئے گئے سرکلر صف میں زیادہ سے زیادہ رقم سبری کو تلاش کرنے کے لئے کسی فنکشن کو نافذ کریں۔
"""Write a program to find the number of unique paths from the top-left corner to the bottom-right corner of a grid, moving only right or down, with obstacles represented as '1' in the grid.""","""ایک پروگرام لکھیں تاکہ اوپر سے بائیں کونے سے گرڈ کے نیچے دائیں کونے تک منفرد راستوں کی تعداد تلاش کی جاسکے ، صرف دائیں یا نیچے کی طرف بڑھتی ہے ، جس میں گرڈ میں '1' کی نمائندگی کی جانے والی رکاوٹیں ہیں۔"""
Implement a function to check if a given string can be segmented into a space-separated sequence of dictionary words.,کسی فنکشن کو یہ چیک کرنے کے لئے نافذ کریں کہ آیا دیئے گئے تار کو لغت کے الفاظ کے خلائی الگ الگ ترتیب میں تقسیم کیا جاسکتا ہے۔
Write a program to find the longest word in a given dictionary that can be constructed by deleting characters from a given string.,کسی دیئے گئے لغت میں سب سے طویل لفظ تلاش کرنے کے لئے ایک پروگرام لکھیں جو کسی دیئے گئے تار سے حروف کو حذف کرکے تعمیر کیا جاسکتا ہے۔
Create a Python class representing a Sudoku solver and implement methods to solve a given Sudoku puzzle.,
Implement a function to generate all possible combinations of k distinct integers from a given list of integers.,
Write a program to find the largest rectangular area of 1s in a binary matrix.,بائنری میٹرکس میں 1s کا سب سے بڑا آئتاکار علاقہ تلاش کرنے کے لئے ایک پروگرام لکھیں۔
"""Create a program to find the number of distinct islands in a 2D grid, where islands are defined by connected regions of '1's.""","""2D گرڈ میں الگ الگ جزیروں کی تعداد تلاش کرنے کے لئے ایک پروگرام بنائیں ، جہاں جزیروں کی تعریف '1 کے مربوط علاقوں سے ہوتی ہے۔"""
Implement a function to check if a given number is a prime number using the Miller-Rabin primality test.,کسی فنکشن کو یہ چیک کرنے کے لئے نافذ کریں کہ آیا ملر-ریبین پرائمری ٹیسٹ کا استعمال کرتے ہوئے ایک دیئے گئے نمبر ایک اہم نمبر ہے یا نہیں۔
Write a Python class representing a weighted directed acyclic graph and implement methods to find the shortest path using the Bellman-Ford algorithm.,بیل مین فورڈ الگورتھم کا استعمال کرتے ہوئے مختصر ترین راستہ تلاش کرنے کے لئے وزن والے ہدایت والے ایسائکلک گراف کی نمائندگی کرنے والے ایک ازگر کلاس لکھیں اور طریقوں کو نافذ کریں۔
Create a program to generate all possible valid IP addresses from a given string of digits.,ہندسوں کے دیئے گئے تار سے تمام ممکنہ درست IP پتے تیار کرنے کے لئے ایک پروگرام بنائیں۔
Implement a function to count the number of inversions in a given list of integers.,عدد کی دی گئی فہرست میں الٹی کی تعداد کو گننے کے لئے کسی فنکشن کو نافذ کریں۔
Write a program to find the maximum subarray product in a given list of integers.,عدد کی دی گئی فہرست میں زیادہ سے زیادہ سبری مصنوعات تلاش کرنے کے لئے ایک پروگرام لکھیں۔
Create a Python class representing a radix tree (trie) and implement methods to insert and search for strings.,ریڈکس ٹری (ٹری) کی نمائندگی کرنے والی ایک ازگر کلاس بنائیں اور تاروں کو داخل کرنے اور تلاش کرنے کے طریقوں کو نافذ کریں۔
Implement a function to check if a given binary tree is a valid binary search tree.,یہ چیک کرنے کے لئے کسی فنکشن کو نافذ کریں کہ آیا بائنری ٹری ایک درست بائنری سرچ درخت ہے۔
Write a program to find the longest path in a tree from a given node to any other node.,کسی بھی نوڈ سے کسی دوسرے نوڈ تک درخت میں سب سے طویل راستہ تلاش کرنے کے لئے ایک پروگرام لکھیں۔
Create a program to find the kth smallest element in a matrix sorted by rows and columns.,
Implement a function to calculate the Levenshtein distance between two strings.,
Write a Python class representing a bloom filter and implement methods to insert and check if an element exists.,بلوم فلٹر کی نمائندگی کرنے والی ایک ازگر کلاس لکھیں اور داخل کرنے اور چیک کریں کہ آیا عنصر موجود ہے یا نہیں۔
Create a program to find the maximum number of overlapping intervals in a given list of intervals.,
Implement a function to check if a given number is a power of three.,
Write a program to find the longest palindromic substring with at most K distinct characters in a given string.,
Create a Python class representing a suffix tree and implement methods to search for substrings.,ایک لاحقہ درخت کی نمائندگی کرنے والی ایک ازگر کلاس بنائیں اور ذیلی جگہوں کی تلاش کے ل methods طریقوں کو نافذ کریں۔
"""Implement a function to check if a given string is a valid expression with balanced parentheses, brackets, and curly braces, allowing for nested expressions.""","""کسی فنکشن کو اس بات کی جانچ پڑتال کے لئے نافذ کریں کہ آیا ایک دیئے گئے تار متوازن قوسین ، بریکٹ اور گھوبگھرالی منحنی خطوط وحدانی کے ساتھ ایک درست اظہار ہے ، جس سے گھریلو تاثرات کی اجازت دی جاسکتی ہے۔"""
Write a program to find the number of ways to divide a string into two non-empty palindromic substrings.,ایک سٹرنگ کو دو غیر خالی پیلنڈرومک سبسٹرنگز میں تقسیم کرنے کے طریقوں کی تعداد تلاش کرنے کے لئے ایک پروگرام لکھیں۔
Create a program to find the maximum number of non-overlapping intervals in a given list of intervals.,وقفوں کی دی گئی فہرست میں زیادہ سے زیادہ تعداد میں غیر اوورلیپنگ وقفوں کی تلاش کے لئے ایک پروگرام بنائیں۔
Implement a function to generate the next permutation of a given list of integers in lexicographic order.,
Write a Python class representing a red-black tree and implement methods to insert and search for nodes.,
Create a program to find the longest common subsequence of three given strings.,
Implement a function to check if a given number is a power of four.,کسی فنکشن کو یہ چیک کرنے کے لئے نافذ کریں کہ آیا دیئے گئے نمبر چار کی طاقت ہے۔
"""Write a program to find the minimum number of coins needed to make a given amount of change, with a limited supply of each coin denomination.""",
Create a Python class representing a suffix array and implement methods to search for substrings.,
"""Implement a function to check if a given string is a valid expression with balanced parentheses, brackets, curly braces, quotes, angle brackets, and slashes, allowing for nested expressions.""","""کسی فنکشن کو اس بات کی جانچ پڑتال کے لئے نافذ کریں کہ آیا کسی دیئے گئے تار متوازن قوسین ، بریکٹ ، گھوبگھرالی منحنی خطوط ، قیمتیں ، زاویہ بریکٹ ، اور سلیش کے ساتھ ایک درست اظہار ہے ، جس سے گھریلو تاثرات کی اجازت دی جاسکتی ہے۔"""
Write a program to find the length of the longest palindromic subsequence in a given string.,کسی دیئے گئے تار میں لمبے لمبے لمبے لمبے لمبے لمبے لمبے لمبائی تلاش کرنے کے لئے ایک پروگرام لکھیں۔
Create a program to find the maximum sum of non-overlapping subarrays in a given list of integers.,
Implement a function to find the median of a stream of integers in constant time and space complexity.,
Write a Python class representing a disjoint-set data structure and implement methods to perform union and find operations.,
Create a program to find the number of distinct subsequences in a given string.,
Implement a function to check if a given number is a power of two using bitwise operations.,
Write a program to find the longest increasing subarray with at most K distinct integers in a given list of integers.,
Create a Python class representing an AVL tree and implement methods to insert and search for nodes.,
"""Implement a function to find the number of ways to decode a given string, where each letter is mapped to a number (A=1, B=2, etc.).""",
Write a program to find the maximum sum of a subsequence with the constraint that no two elements in the subsequence are adjacent.,
"""Create a program to find the number of islands in a 2D grid, where islands are defined by connected regions of '1's, but diagonal connections are not considered.""",
"""Implement a function to check if a given string is a valid expression with balanced parentheses, brackets, and curly braces, allowing for nested expressions and operators.""",
Write a Python class representing a segment tree and implement methods to update values and query for range sums.,
Create a program to find the minimum number of swaps required to sort a given list of integers.,عدد کی دی گئی فہرست کو ترتیب دینے کے لئے درکار کم سے کم تعداد میں تبدیلیاں تلاش کرنے کے لئے ایک پروگرام بنائیں۔
Implement a function to find the longest common subsequence of two given strings.,دو دیئے گئے ڈوروں کی سب سے طویل مشترکہ حصول تلاش کرنے کے لئے کسی فنکشن کو نافذ کریں۔
"""Write a program to find the number of arithmetic slices in a given list of integers, where an arithmetic slice is a contiguous subarray with at least three elements having the same difference.""","""عددیوں کی دی گئی فہرست میں ریاضی کے ٹکڑوں کی تعداد تلاش کرنے کے لئے ایک پروگرام لکھیں ، جہاں ایک ریاضی کا ٹکڑا ایک متنازعہ سبری ہے جس میں کم از کم تین عناصر ایک ہی فرق رکھتے ہیں۔"""
Create a Python class representing a B-tree and implement methods to insert and search for nodes.,نوڈس کو داخل کرنے اور تلاش کرنے کے لئے بی ٹری کی نمائندگی کرنے والے ایک ازگر کلاس بنائیں اور نوڈس کو داخل کرنے اور تلاش کرنے کے طریقوں کو نافذ کریں۔
Implement a function to check if a given number is a power of any other number.,کسی فنکشن کو یہ چیک کرنے کے لئے نافذ کریں کہ آیا کوئی دی گئی تعداد کسی دوسرے نمبر کی طاقت ہے۔
"""Write a program to find the maximum sum of a subarray with the constraint that no two elements in the subarray are adjacent, and the subarray can wrap around the end of the list.""",
Implement a function to calculate the Fibonacci sequence up to a given number using dynamic programming.,متحرک پروگرامنگ کا استعمال کرتے ہوئے کسی دیئے گئے نمبر تک فبونیکی تسلسل کا حساب لگانے کے لئے کسی فنکشن کو نافذ کریں۔
Write a program to find the largest prime palindrome less than a given number.,سب سے بڑا پرائم پیلنڈرووم کسی دیئے گئے نمبر سے کم تلاش کرنے کے لئے ایک پروگرام لکھیں۔
Create a Python class representing a self-balancing binary search tree (such as an AVL tree or a red-black tree) and implement methods to insert and search for nodes.,ایک ازگر کی کلاس بنائیں جو خود توازن بائنری سرچ درخت (جیسے AVL درخت یا سرخ رنگ کے درخت) کی نمائندگی کرتی ہے اور نوڈس کو داخل کرنے اور تلاش کرنے کے طریقے نافذ کریں۔
Implement a function to check if a given number is a perfect square without using any built-in functions.,کسی فنکشن کو یہ چیک کرنے کے لئے نافذ کریں کہ آیا کسی بھی بلٹ ان فنکشن کا استعمال کیے بغیر دیئے گئے نمبر ایک بہترین مربع ہے یا نہیں۔
Write a program to find the longest common substring of two given strings.,دو دیئے گئے ڈوروں کی سب سے طویل عام سسٹرنگ تلاش کرنے کے لئے ایک پروگرام لکھیں۔
Create a program to find the maximum XOR value of two numbers in a given list of integers.,عدد کی دی گئی فہرست میں دو نمبروں کی زیادہ سے زیادہ XOR قیمت تلاش کرنے کے لئے ایک پروگرام بنائیں۔
"""Implement a function to check if a given string is a valid expression with balanced parentheses, brackets, and curly braces, allowing for nested expressions and operators with precedence.""","""کسی فنکشن کو اس بات کی جانچ پڑتال کے لئے نافذ کریں کہ آیا دیئے گئے تار متوازن قوسین ، بریکٹ اور گھوبگھرالی منحنی خطوط وحدانی کے ساتھ ایک درست اظہار ہے ، جس سے گھریلو تاثرات اور آپریٹرز کو پیش نظارہ کیا جاسکتا ہے۔"""
Write a Python class representing a trie (prefix tree) with support for efficient prefix search and word count.,موثر سابقہ تلاش اور الفاظ کی گنتی کی حمایت کے ساتھ ایک ٹری (سابقہ درخت) کی نمائندگی کرنے والی ایک ازگر کلاس لکھیں۔
"""Create a program to find the number of distinct ways to climb a staircase with a given number of steps, where you can take either 1 or 2 steps at a time.""",
Implement a function to check if a given number is a power of another number using logarithmic time complexity.,کسی فنکشن کو یہ چیک کرنے کے لئے نافذ کریں کہ آیا دیئے گئے نمبر لاگ ان کے وقت کی پیچیدگی کا استعمال کرتے ہوئے کسی اور نمبر کی طاقت ہے۔
Write a program to find the maximum area of a rectangle formed by histograms in a given list of heights.,اونچائیوں کی ایک دی گئی فہرست میں ہسٹگرامس کے ذریعہ تشکیل شدہ مستطیل کا زیادہ سے زیادہ رقبہ تلاش کرنے کے لئے ایک پروگرام لکھیں۔
Create a Python class representing a graph and implement methods to find the shortest path between two vertices using Dijkstra's algorithm.,ایک گراف کی نمائندگی کرنے والی ایک ازگر کلاس بنائیں اور ڈیجکسٹرا کے الگورتھم کا استعمال کرتے ہوئے دو عمودیوں کے مابین مختصر ترین راستہ تلاش کرنے کے طریقوں کو نافذ کریں۔
Implement a function to find the longest increasing subsequence in a given list of integers using dynamic programming.,متحرک پروگرامنگ کا استعمال کرتے ہوئے انٹیجرز کی دی گئی فہرست میں سب سے طویل عرصے تک بڑھتی ہوئی تعداد کو تلاش کرنے کے لئے کسی فنکشن کو نافذ کریں۔
Write a program to find the number of unique BSTs (binary search trees) that can be formed with a given number of nodes.,منفرد بی ایس ٹی (بائنری سرچ درختوں) کی تعداد تلاش کرنے کے لئے ایک پروگرام لکھیں جو نوڈس کی دی گئی تعداد کے ساتھ تشکیل دی جاسکتی ہے۔
Create a program to find the largest rectangular area of 1s in a binary matrix using stack-based approach.,اسٹیک پر مبنی نقطہ نظر کا استعمال کرتے ہوئے بائنری میٹرکس میں 1s کا سب سے بڑا آئتاکار علاقہ تلاش کرنے کے لئے ایک پروگرام بنائیں۔
"""Implement a function to check if a given string is a valid expression with balanced parentheses, brackets, curly braces, quotes, angle brackets, and slashes, allowing for nested expressions and operators with precedence.""","""کسی فنکشن کو اس بات کی جانچ پڑتال کے لئے نافذ کریں کہ آیا کسی دیئے گئے تار متوازن قوسین ، بریکٹ ، گھوبگھرالی منحنی خطوط ، قیمتیں ، زاویہ بریکٹ ، اور سلیش کے ساتھ ایک درست اظہار ہے ، جس سے گھریلو تاثرات اور آپریٹرز کی پیش کش کی جاسکتی ہے۔"""
Write a Python class representing a Bloom filter with support for efficient insertion and membership check.,موثر اضافے اور ممبرشپ چیک کے لئے تعاون کے ساتھ بلوم فلٹر کی نمائندگی کرنے والی ایک ازگر کلاس لکھیں۔
Create a program to find the number of distinct subsequences in a given string using dynamic programming.,متحرک پروگرامنگ کا استعمال کرتے ہوئے دیئے گئے اسٹرنگ میں الگ الگ حصوں کی تعداد تلاش کرنے کے لئے ایک پروگرام بنائیں۔
Implement a function to check if a given number is a prime number using the Sieve of Eratosthenes algorithm.,کسی فنکشن کو اس بات کی جانچ پڑتال کے لئے نافذ کریں کہ آیا کسی دیئے گئے نمبر کو ایرٹوسٹینس الگورتھم کی چھلنی کا استعمال کرتے ہوئے ایک اہم نمبر ہے۔
"""Write a program to find the minimum number of jumps required to reach the end of a given list of integers, where each integer represents the maximum number of steps that can be jumped from that position.""","""عددیوں کی دی گئی فہرست کے اختتام تک کم سے کم چھلانگ کی تلاش کے ل a ایک پروگرام لکھیں ، جہاں ہر عدد زیادہ سے زیادہ تعداد میں مراحل کی نمائندگی کرتا ہے جو اس پوزیشن سے چھلانگ لگائے جاسکتے ہیں۔"""
Create a Python class representing a suffix tree with support for efficient substring search and longest common prefix.,ایک لاحقہ درخت کی نمائندگی کرنے والے ایک ازگر کلاس بنائیں جو موثر اسٹرنگ تلاش اور طویل ترین عام سابقہ کے لئے مدد کے ساتھ۔
"""Implement a function to check if a given string is a valid expression with balanced parentheses, brackets, curly braces, quotes, angle brackets, and slashes, allowing for nested expressions and custom operators.""",
Write a program to find the maximum sum subarray in a given circular array using Kadane's algorithm.,کڈانے کے الگورتھم کا استعمال کرتے ہوئے دیئے گئے سرکلر سرنی میں زیادہ سے زیادہ رقم سبری کو تلاش کرنے کے لئے ایک پروگرام لکھیں۔
"""Create a program to find the number of distinct ways to decode a given string of digits into alphabets, where A=1, B=2, etc.""","""ہندسوں کے دیئے گئے تار کو حروف تہجی میں ڈیکوڈ کرنے کے لئے الگ الگ طریقوں کی تعداد تلاش کرنے کے لئے ایک پروگرام بنائیں ، جہاں A = 1 ، B = 2 ، وغیرہ۔"""
Implement a function to find the longest common subsequence of three given strings using dynamic programming.,متحرک پروگرامنگ کا استعمال کرتے ہوئے تین دیئے گئے تاروں کی طویل ترین مشترکہ حصول تلاش کرنے کے لئے کسی فنکشن کو نافذ کریں۔
"""Write a Python class representing a skip list and implement methods to insert, search, and remove elements efficiently.""","""اسکیپ لسٹ کی نمائندگی کرنے والی ایک ازگر کلاس لکھیں اور عناصر کو موثر طریقے سے داخل کرنے ، تلاش کرنے اور ان کو دور کرنے کے طریقوں کو نافذ کریں۔"""
"""Create a program to find the minimum number of coins needed to make a given amount of change, with an infinite supply of each coin denomination, while minimizing the total number of coins.""","""ہر سکے کے فرق کی لامحدود فراہمی کے ساتھ ، ایک مقررہ مقدار میں تبدیلی کے ل needed کم سے کم تعداد میں سککوں کی تلاش کے ل a ایک پروگرام بنائیں ، جبکہ سکے کی کل تعداد کو کم سے کم کریں۔"""
Implement a function to find the longest increasing subarray with at most K distinct integers in a given list of integers using a sliding window approach.,سلائڈنگ ونڈو نقطہ نظر کا استعمال کرتے ہوئے عددی کی ایک دی گئی فہرست میں زیادہ تر K الگ الگ عدد کے ساتھ طویل ترین بڑھتی ہوئی سبری کو تلاش کرنے کے لئے کسی فنکشن کو نافذ کریں۔
Write a program to find the median of two sorted arrays of equal size in logarithmic time complexity.,لوگرتھمک ٹائم پیچیدگی میں مساوی سائز کی دو ترتیب شدہ صفوں کے درمیانی حصے کو تلاش کرنے کے لئے ایک پروگرام لکھیں۔
Create a Python class representing a quadtree and implement methods to insert and search for points efficiently.,کواڈٹری کی نمائندگی کرنے والی ایک ازگر کلاس بنائیں اور پوائنٹس کو موثر طریقے سے داخل کرنے اور تلاش کرنے کے طریقوں کو نافذ کریں۔
"""Implement a function to check if a given string is a valid expression with balanced parentheses, brackets, curly braces, quotes, angle brackets, slashes, and custom operators, allowing for nested expressions and operator precedence.""","""کسی فنکشن کو اس بات کی جانچ پڑتال کے لئے نافذ کریں کہ آیا کسی دیئے گئے تار متوازن قوسین ، بریکٹ ، گھوبگھرالی منحنی خطوط ، قیمتیں ، زاویہ بریکٹ ، سلیش ، اور کسٹم آپریٹرز کے ساتھ ایک درست اظہار ہے ، جس سے گھوںسلا اظہار اور آپریٹر کی پیش کش کی اجازت دی جاسکتی ہے۔"""
Write a program to find the maximum product of a subarray in a given list of integers.,عدد کی دی گئی فہرست میں سبری کی زیادہ سے زیادہ مصنوعات تلاش کرنے کے لئے ایک پروگرام لکھیں۔
Create a program to find the longest increasing subsequence in a given list of integers using binary search.,بائنری تلاش کا استعمال کرتے ہوئے انٹیجرز کی دی گئی فہرست میں سب سے طویل عرصے تک بڑھتی ہوئی تعداد کو تلاش کرنے کے لئے ایک پروگرام بنائیں۔
Implement a function to calculate the Levenshtein distance between two strings using dynamic programming.,متحرک پروگرامنگ کا استعمال کرتے ہوئے دو ڈوروں کے مابین لیونشٹین فاصلے کا حساب لگانے کے لئے ایک فنکشن کو نافذ کریں۔
"""Write a Python class representing an interval tree and implement methods to insert, search, and remove intervals efficiently.""","""وقفہ کے درخت کی نمائندگی کرنے والی ایک ازگر کلاس لکھیں اور وقفوں کو موثر انداز میں داخل کرنے ، تلاش کرنے اور دور کرنے کے طریقوں کو نافذ کریں۔"""
Create a program to find the maximum sum of a subarray with the constraint that no three elements in the subarray are consecutive.,اس رکاوٹ کے ساتھ کسی سبری کی زیادہ سے زیادہ رقم تلاش کرنے کے لئے ایک پروگرام بنائیں کہ سبری میں کوئی تین عناصر لگاتار نہیں ہیں۔
Implement a function to check if a given number is a power of two using bitwise operations.,کسی فنکشن کو یہ چیک کرنے کے لئے نافذ کریں کہ آیا دیئے گئے نمبر بٹ وائز آپریشنز کا استعمال کرتے ہوئے دو کی طاقت ہے۔
"""Write a program to find the maximum sum subarray in a given circular array using Kadane's algorithm, with the constraint that the subarray must contain at least one element from each half of the circular array.""","""کڈانے کے الگورتھم کا استعمال کرتے ہوئے دیئے گئے سرکلر سرنی میں زیادہ سے زیادہ رقم سبری کو تلاش کرنے کے لئے ایک پروگرام لکھیں ، اس رکاوٹ کے ساتھ کہ سبری میں سرکلر صف کے ہر نصف حصے سے کم از کم ایک عنصر ہونا ضروری ہے۔"""
Create a Python class representing a persistent segment tree and implement methods to update values and query for range sums efficiently.,ایک مستقل طبقہ کے درخت کی نمائندگی کرنے والی ایک ازگر کلاس بنائیں اور اقدار کو اپ ڈیٹ کرنے کے طریقوں کو نافذ کریں اور حدود کی رقم کے لئے موثر انداز میں استفسار کریں۔
Implement a function to find the maximum XOR value of two numbers in a given list of integers using trie data structure.,ٹری ڈیٹا ڈھانچے کا استعمال کرتے ہوئے عددی کی دی گئی فہرست میں دو نمبروں کی زیادہ سے زیادہ XOR قیمت تلاش کرنے کے لئے کسی فنکشن کو نافذ کریں۔
react,رد عمل
Explain the concept of React components and their role in building user interfaces.,رد عمل کے اجزاء کے تصور اور صارف کے انٹرفیس کی تعمیر میں ان کے کردار کی وضاحت کریں۔
What is JSX in React? How is it different from regular HTML?,رد عمل میں جے ایس ایکس کیا ہے؟یہ باقاعدہ HTML سے کس طرح مختلف ہے؟
Describe the lifecycle methods of a React component and their usage.,رد عمل کے جزو اور ان کے استعمال کے لائف سائیکل طریقوں کی وضاحت کریں۔
What is the difference between controlled and uncontrolled components in React?,رد عمل میں کنٹرول اور بے قابو اجزاء میں کیا فرق ہے؟
Explain the concept of state in React and how it is managed within components.,رد عمل میں ریاست کے تصور کی وضاحت کریں اور یہ کہ اجزاء کے اندر اس کا انتظام کیسے کیا جاتا ہے۔
How do you pass data between parent and child components in React?,آپ رد عمل میں والدین اور بچوں کے اجزاء کے مابین ڈیٹا کیسے پاس کرتے ہیں؟
What are React hooks? Provide examples of commonly used hooks and their purposes.,رد عمل ہکس کیا ہیں؟عام طور پر استعمال ہونے والے ہکس اور ان کے مقاصد کی مثالیں فراہم کریں۔
Explain the virtual DOM and its significance in React.,ورچوئل ڈوم اور اس کی اہمیت کو رد عمل میں سمجھائیں۔
How do you handle events in React? Provide examples of event handling in React components.,آپ رد عمل میں واقعات کو کس طرح سنبھالتے ہیں؟رد عمل کے اجزاء میں ایونٹ سے نمٹنے کی مثالیں فراہم کریں۔
What is the purpose of the key prop in React? Why is it important?,رد عمل میں کلیدی سہارا دینے کا مقصد کیا ہے؟یہ کیوں ضروری ہے؟
Describe the difference between functional components and class components in React.,رد عمل میں فنکشنل اجزاء اور کلاس اجزاء کے مابین فرق کی وضاحت کریں۔
How do you handle forms in React? Explain the usage of controlled components in form handling.,آپ رد عمل میں فارم کو کس طرح سنبھالتے ہیں؟فارم ہینڈلنگ میں کنٹرول شدہ اجزاء کے استعمال کی وضاحت کریں۔
What is conditional rendering in React? Provide examples of conditional rendering techniques.,رد عمل میں مشروط رینڈرنگ کیا ہے؟مشروط رینڈرنگ تکنیک کی مثالیں فراہم کریں۔
Explain the concept of React context and its usage in component communication.,جزو مواصلات میں رد عمل کے سیاق و سباق اور اس کے استعمال کے تصور کی وضاحت کریں۔
How do you perform data fetching in React? Describe different approaches for making API calls.,آپ رد عمل میں ڈیٹا لانے کا طریقہ کیسے انجام دیتے ہیں؟API کال کرنے کے ل different مختلف طریقوں کی وضاحت کریں۔
